"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Prismark10","3 June 2018","War for the Planet of the Apes starts of a with an exhilarating battle scene in the forest between apes and humans. The humans are no match to the now battle hardened apes led by Caesar who shows the human survivors mercy and offers them a truce.However the soldiers led by The Colonel (Woody Harrelson) and aided by a few of Koba's surviving ape supporters, attack Caesar's fortress killing his wife and son. Caesar swears revenge but finds himself imprisoned with the rest of the apes who are treated as slaves having to build a wall. The humans are still affected by Simian flu which makes some of them mute. A mute girl, a zoo monkey and a few of Caesar's allies must mount a rescue attempt of the imprisoned apes so Caesar can take them to a desert paradise.The story may have inspiration from Joseph Conrad's Heart of Darkness with the Colonel character. However after a promising beginning this becomes a dull, stupid film. The story is clunky, illogical and ponderous. As the final part of a trilogy that promised so much, I thought they might deliver a conceptually interesting ending but that was too much to hope for.","
            10/10
            "
"pompamiro-43852","27 March 2022","Narrative that touches moral dilemmas of our world and visually stunning. Andy Serkis incredible performance who just through eyes manages to communicate emotion. Matt Reeves awesome director.","
            8/10
            "
"paul_haakonsen","24 June 2018","Having watched all of the ""Planet of the Apes"" movies, both the old classics and the newer additions to the franchise, then of course I also had to watch ""War of the Planet of the Apes"", despite its ridiculous title.""War of the Planet of the Apes"" is a very nice continuation of the storyline. Actually, it serves well enough to even be a stand-alone movie, although a lot of information is missing out if you haven't seen the other movies.The movie starts out in a fairly good pace, and it never really slows down, so once you strap yourself into your seat, just hang on and enjoy the ride.The movie has great CGI and special effects, of course. It is primed with lots of action and nicely executed action sequences. But it is not just the action that carries the movie, it is also the character progression and the storyline, which both actually play very big parts in this movie.""War of the Planet of the Apes"" had good acting performances from a pretty interesting cast, with the likes of Andy Serkis, Woody Harrelson, Steve Zahn and many others.If you enjoyed the franchise thus far, then it would be a shame to miss out on the 2017 ""War of the Planet of the Apes"".","
            4/10
            "
"umkmngt","12 October 2017","Honestly, i can't understand how people give a score of 1/10. One user said that ""the mass cinematographic audience is every day, every time, worse"". I totally agree with that.This movie is much better than the previous 2. In fact, this movie should be used as ""foot"" to develop true sequels of the same quality as this, and even better.Rarely nowadays you can see a movie that is entertaining from the beginning to the end and with all the condiments you could imagine of a great movie. This movie reaches all those levels. And if you do not like it, I honestly could not understand why.It is moving, has action, has good CGI, good rhythm ... and all that works cohesively to fit in to a very good argument.What more can I say.Only those who can truly appreciate this film, forgetting their prequels, only appreciating this ... will understand.10/10","
            8/10
            "
"Chiller7","30 November 2017","Here's a movie that I'll give a high rating because it's technically well made, but I can't actually say it's my kind of movie. I like having a good time watching movies. I liked the previous two movies in this franchise. This one though, War for the Planet of the Apes, was more of a depressing experience. It's a dreary story full of cruel people (& apes) doing horrible things to each other and treating each other badly. It's the ape version of a concentration camp/holocaust movie, for those of you into that kind of thing. It's not for me, but that's just my taste, so I won't fault the movie for that.Where I can fairly subtract a couple of points from my rating would be some of the dumb decisions and illogical behavior made by some of the people made throughout the movie. Both humans and apes keep making bad decisions that get their own sides in trouble. For instance, we see here, once again, the dumb prison guard trope. Somehow, the one guy tasked with guarding a jail in movies always has to conveniently be the dumbest guy on Earth. It's frustrating to watch characters being that stupid and comes off as lazy writing.Don't get me wrong; the movie's not all bad. Excellent CGI, for instance. The quality of digital trickery has reached such levels that it's hard to even accept that those aren't real apes on screen. It's pretty impressive.","
            4/10
            "
"markthomassintek","14 August 2017","REVIEW - WAR FOR THE PLANET OF THE APES What promises to be an epic battle, war for Earth between human and ape from the trailer and interviews and other reviews I'm afraid to say doesn't wash with me.Yes you've just read the above correctly.What could have been truly a classic, an epic just sadly and I mean it when I say sadly, gets lost and too long winded. So much so I honestly got bored in places and literally started to nod off! For me it was a disappointment just like Alien covenant, could have been so much more but.....Again I can't give away spoilers but I will ask a question, the drug to beat Asperger's which was tested on Caesar, when did that become air borne and when was it ever established that it would.......","
            4/10
            "
"neil-476","9 May 2018","The third film in this series of motion-capture CGI reboot movies has a simple plot. Two groups are struggling to survive, but one believes the other must be destroyed. At the heart of the conflict are the two leaders. Intelligent chimpanzee Caesar (Andy Serkis) is familiar to us from Dawn and Rise, the two earlier films. The Colonel (Woody Harrelson) is the new antagonist, in charge of many soldiers and much weaponry, and determined to wipe out the apes.Woody Harrelson is best known as a comedic actor, but there is nothing funny about The Colonel. The character is well-written, with a strong and sympathetic motivation for his actions. The scene where he explains this is truly chilling. It shows you his human pain and the inhuman result of it. Harrelson is as good in this as he has ever been.The Colonel and Caesar are well matched as antagonist and protagonist. Both characters have some justification, which gives their conflict meaning. Andy Serkis doesn't just wear the mo-cap suit as Caesar, he gives a performance of subtlety and power. This is another screen character, like Gollum in The Lord Of The Rings, worthy of Oscar nomination. It's a shame that the Academy still doesn't have a category for Best Mo-capped Performance.There is a big chunk of prison break material at the two-thirds mark. It is very entertaining and action packed, but you've probably seen it before. The Great Escape and Toy Story 3 come to mind. This film is probably the most action-oriented of the three movies, and it is all well staged. You never think ""Those apes are amazing creations"" while you are watching, you just accept them as screen reality. Only afterwards do you realise that the apes riding horses, integrating with people, snow, fire and water, and giving solid dramatic performances, don't actually exist at all outside a computer. The interaction between reality and digital creation is photo-realistically perfect.I thought the filmmakers had been a little too cute with name-checking the Apes history. We have references to Cornelius, Zira and Blue Eyes from the 1960s Apes films. Then we have orangutan Maurice, named for Maurice Evans who played orangutan Dr Zaius in those films. Worse, we have a little girl given the name Nova after a character who originally appeared in Pierre Boulle's source novel Monkey Planet in 1963. Nova has little plot relevance. A better character is Bad Ape (Steve Zahn) a well-written character who is funny and sad, and moves the story along.This film definitely provides closure for this trilogy, but there is scope for the Apes' tale to continue, and Andy Serkis has said as much. So it may be that the Law of Hollywood will apply - if it make enough money, a sequel may happen. But, if it doesn't, this film is a good way to close things.","
            10/10
            "
"jboothmillard","22 July 2017","The Planet of the Apes movies have been going since 1968, and the recent reboot series has been very successful, Rise of... being very good, and Dawn of... being fantastic, so I was hoping the third would also be great, directed by Matt Reeves (Cloverfield, Let Me In, Rise of the Planet of the Apes). Basically it has been 15 years since the ALZ-113 virus, or the Simian Flu, spread across the globe killing billions of people, following the previous events, the highly intelligent apes, led by chimpanzee Caesar (Andy Serkis) have remained in the woods. The apes are attacked by a military faction known as Alpha-Omega, a group of soldiers, who have also recruited service apes who followed Koba (Toby Kebbell), the bonobo who previously failed a coup against Caesar, some AO militants are captured and reveal that they follow the leadership of a ruthless Colonel (Woody Harrelson). The prisoners are released as a peace offering to the humans, but Caesar plans to relocate the clan across the desert, not wanting to suffer any more ape casualties, but during the night Alpha-Omega infiltrates the apes' base, and the Colonel kills Caesar's wife Cornelia (Judy Greer), and their eldest son Blue Eyes (Max Lloyd-Jones). Leaving his younger son Cornelius (Devyn Dalton) and the other apes to head for the desert, Caesar departs to exact revenge on the Colonel, accompanied by Maurice the orangutan (Karin Konoval), Luca the gorilla (Michael Adamthwaite) and Rocket the chimpanzee (Terry Notary). Caesar's party are confronted by traitorous albino gorilla Winter (Aleks Paunovic) in an Alpha- Omega camp, they learn the Colonel has departed for a location called the ""border"", Caesar inadvertently kills Winter, causing him to have visions of Koba, he worries he is becoming like him. During their journey, they find an abandoned village, there is a man who they kill when he reaches for his rifle, then they discover his daughter (Amiah Miller), who is unable to speak, Maurice insists they take her with them. Further along, they discover some Alpha-Omega soldiers who have been shot and abandoned, there is a survivor, and examining him they find he is like the mute girl, unable to speak. Later the group meet chimpanzee hermit Bad Ape (Steve Zahn), who before the Simian Flu pandemic lived in the Sierra Zoo, he directs them to the border, a former weapons depot turned into a quarantine facility after the virus began to spread. Arriving at the facility, Luca is killed protecting Caesar from an Alpha-Omega patrol, Caesar is motivated to proceed alone, he witnesses the rest of his ape clan being forced into slavery, building a wall, with no food or water, then Caesar is captured by militant gorilla Red (Ty Olsson). Caesar comes face to face with the Colonel, he reveals that the Simian Flu virus has mutated, it now causes humans who survived the original strain to become mute and regress back to a primitive state, the Colonel is barricading himself in the facility, he believes the solution is to kill any infected humans, including his own son, to stop the spread of the virus. While Caesar is tortured with starvation, Rocket allows himself to be captured as a diversion, so the mute girl, whom Maurice names Nova, can sneaks into the facility to give Caesar food and water. Together, Caesar and Rocket plan an escape, using underground tunnels leading out of the facility, Maurice and Bad Ape use the tunnel to rescue the apes, Caesar orders them to make get away, while he goes to confront the Colonel. The facility comes under attack by rival military who want to defeat AO, Caesar reaches the Colonel, but realises he has been infected by the mutated virus, he spares his life, but the Colonel kills himself, rather than exist as a primitive. During the battle between Alpha-Omega and the rival militants, the escaping apes come under fire from AO, Caesar attempts to attack them from behind, but he is shot by human militant Preacher (Gabriel Chavarria), whom he previously set free. Red saves Caesar at the cost of his own life, and Caesar blows up the facility's fuel supplies, causing an explosion and avalanche, the Alpha-Omega are wiped and the rival militants are triumphant, but the human forces are buried by the avalanche, the apes and Nova survive by climbing nearby trees. In the end, the remaining apes depart the facility and cross the desert to find a paradise- like oasis, the apes joyously celebrate finding their new home, but Maurice discovers Caesar is fatally wounded, Caesar assures him the apes will progress with or without him, and that he will be remembered, he quietly dies. Serkis remains poignant and assertive under the motion- captured, while Harrelson as the power-crazed villain is almost too similar to Colonel Kurtz in Apocalypse Now, he cannot compete with Marlon Brando, obviously the special effects have become more advanced, making the CGI creatures and action much more realistic and incredible, and it is nice to see little bits from the original films returning, e.g. a silent girl named Nova, the big problem with this sequel is that story is not as thought-provoking as before, it is slow the majority of the time, only the fight sequences are memorable, it is unclear if the series will continue, a disappointing but reasonable science-fiction thriller. It was nominated the Oscar for Best Visual Effects, and it was nominated the BAFTA for Best Special Visual Effects. Okay!","
            10/10
            "
"scottrob36","13 July 2017","I went into this film with high expectations after seeing positive reviews but I was highly disappointed. The movie was filled with plot holes and a poor concept. The previous two were brilliant with story lines where you were drawn into the dilemmas between ape and man but the third one there was none of that. There were a few characters that didn't fit and I was perplexed why the young girl was added, I can only imagine to give the apes and one human some positive interaction. The main villain didn't get a lot of screen time and I do wonder if Woody Harrelson was miscast for the role. If like me when you finish watching the movie you will be asking the same questions like ""why did they do that...what was the reason for that...how did they manage that?"" then it is obvious the movie didn't give the audience a better thought out script without gaping plot holes.","
            6/10
            "
"isakhelgi","10 July 2017","In recent memory, There aren't to many movies that have gone all out.This apes movie does exactly that.. ...(this will NOT feature spoilers)What starts as seemingly a gritty war movie, you can feel the realism of it. How each breath taken has meaning and each step carefully taken.When the apes hit the screen, you are immediately struck, How far Technology has gone just a few years since RISE..This movie is epic and dramatic, A story told of the journey of Ceasar leading his people through war and his own personal conflicts, How each choice taken has consequences.The movie steers away from a full blown physical war as the title might suggest and is a lot more personal and controlled story. Through emotions and decisions the real battles worth watching are. The real war is really within ceasar the whole time.Saying more would take out the experience, trust when i say that i highly recommend the movie and if you are sick of lackluster movies, And you are ready to really kick it back and enjoy.. Apes together strong....","
            9/10
            "
"bononista","17 July 2017","Wow. It's intense, it's a ride, and you won't believe who the real bad guys are,..... you will cry for 2/3 of the film. It's pure genius. I think they should stop with this one and not try to move forward. I like the bridges they left and the subtle nods here and there, but this film is perfect. They shouldn't touch it or try to do another. It is a must see.","
            8/10
            "
"claudio_carvalho","15 October 2017","Caesar decides to move to a place across the desert with the other apes to end the war with humans and live in peace. However they are attacked in a cave hidden by a waterfall and Caesar loses his wife Cornelia and his son Blue Eyes and only Cornelius survives. Caesar decides to revenge on their death and separates from the other apes to hunt down The Colonel (Woody Harrelson), who was the responsible for killing his family. However Maurice, Luca en Rocket follow him while the other apes head to the safe place. Along the journey of Caesar and his friends, they stumble upon the mute girl Nova and the chimpanzee Bad Ape that go with them. They arrive at the border and find a facility where his clan has been captured by The Colonel and forced to build a wall without water or food. But Caesar is captured by The Colonel and learns that he has slaughtered infected humans. Now the army is coming to kill him and he is protecting his men and himself with a wall. What will Caesar do?""War for the Planet of the Apes"" is another film is the third chapter of the franchise that shows that it is completely exhausted. The story shows moral values, great special effects but now with the death of Caesar that accomplished his mission, let his clan of apes rest in peace in the paradisaical spot and finish this franchise. My vote is six.Title (Brazil): ""Planeta dos Macacos: A Guerra"" (""Planet of the Apes: The War"")","
            1/10
            "
"kratoslncool","27 October 2017","I truly feel the pain inside me when I see so many negative review about this movie on IMDb. Growing up watching the 2nd remake (2001, and all of them are bull dung), and later on watch the original (the original are masterpieces), now I find this trilogy amazing. People complain there is no ""war"". Oh cmon, this is not like call of duty war, or Destiny war, this is evolution war, this is mental war. It is serious on so many level that the movie doesn't talk about war is just people shoot people, people shoot apes or apes shoot ape, this is the movie about mental pain (ceaser's family is killed), PTSD (ceaser keeps seeing the ghost of Koba), and metal fight (ceaser keeps fighting back his own will of revenge). This movie is touchy on so many level and the more I watch it, the more I feel fascinating about how the director can put so many content in just like 2h of watching. Truly masterpiece, in my opinion, this movie deserve 7/10 for some rush action and plot hole, but I have vowed to give any ape movie 9/10 so here you go. Stop hating and start loving the monkey.","
            8/10
            "
"adamjohns-42575","23 May 2021","A perfectly satisfactory way to end an enjoyable trilogy. It would have been easy to go all guns blazing and have a massive war between Humans and Apes worldwide with huge explosions and ridiculous death tolls on either side, but they cleverly kept it all very focused in San Francisco where the story originated and we are still unclear how the rest of the world faired against the ""Simian Flu"".The characters are all well formed having largely been in the series from the beginning and I loved to see Maurice's role grow. I also adored the addition of Bad Ape, a great performance by Steve Zahn and not what I was expecting from him at all.The CGI in this one has already vastly improved since the first of the trilogy and the apes are almost completely realistic.I'm sure there are people out there who have never seen or even heard of the original 'Planet Of The Apes' films or even the Mark Wahlberg version, so many will be surprised by the ending, but I think the majority of us all knew how it would go down for the most part. I would still like to know how Lady Liberty ends up covered in sand on a beach, but it's not something I will lose sleep over.Although I can't stand Charlton, I am tempted to try and watch the original films all the way through and I would certainly like to read the book, because these three films have sparked my interest in the larger ape world.","
            8/10
            "
"leelacade","15 July 2017","This has to be humanity's low point. Not the movie, the people giving it glowing reviews. What a mindless crowd of 'bots parroting paid commercial hype about something that has NO STORY, NO WAR and NO PURPOSE other than making money off of total morons. The way people mindlessly react to marketing cues like trained poodles is disturbing in the extreme. Could be useful as a first date movie or a new friend that you're not really sure about. Anyone that thinks this is a great movie is not worth associating with beyond what it takes for you to drive them home after the movie.It's almost like English panto. The play isn't funny, everyone knows what will happen, and the audience reacts on cue with as stereotypical dialogue as the actors. Seriously, targeted at gen Y? Have millennials actually been raised to react like little 'bots to particular commercial stimuli? I fear so, for there is no other reason that someone would rave about this kind of big budget, Hollyweird CRAP!And they need to be sued. The screen writing is so lazy as to be non- existent, and when they do come up with a character...it's a complete rip-off of Kurtz from Apocalypse Now. I can just hear the banter among the makers of this one. ""Uh...he's a total rip-off of Kurtz."" ""Yeah, but just stick a goatee on him and it'll be OK"".And did I mention that it was boring to the point of torture? Slow? It's stops more often than a school bus, whilst running twice as slow. Even if you're totally marketing addled and wouldn't mind this, you will mind what you pay to see it. It's simply not worth it at any price. Free. If it were free and you're mindless...maybe. Otherwise, forget it!","
            10/10
            "
"classicsoncall","10 February 2018","I'm still astounded by the incredible makeup that goes into creating the ape characters in these 'Planet of the Apes' movies. The facial features are so expressive that you would think they're the real deal. I think that's primarily what draws me to these pictures, as the stories become somewhat formulaic over time. What caught my attention in this one had almost nothing to do with the story per se, but the little things inserted by the film makers that brought back a hint of nostalgia for this viewer. Like the 'Bedtime for Bonzo' helmet on one of the human soldiers in the early part of the movie, and the Chevy II Nova chrome plate that showed up as one of the artifacts in the film. My first car was a 1969 Chevy Nova, so that's where the reference resonates with me. 'Ape-Pocalypse Now' was a bit of a stretch, but what the heck, that was kind of cool too.Interestingly, this was the second movie in a row I've seen in which Woody Harrelson kills himself. Out of sequence as I write this, but I saw ""Three Billboards Outside Ebbing, Missouri"" just the other day, and this one has Harrelson's character doing himself in too. It didn't seem like it had to go that way, so I guess The Colonel's condition was beyond hope, even though it didn't look that bad to me. The thing that bothered me in the picture was the lack of a back story to the young girl, given the name Nova (Amiah Miller) by the Orangutan Maurice (Karin Konoval). One assumes she was the daughter of the soldier that was killed by the ape band, but it occurred to me that didn't necessarily have to be so. It would have been welcomed to have her character expanded a bit on.The way the story ended was kind of novel. The avalanche wiping out both The Colonel's men and the attacking soldiers from the North had the effect of wiping the slate clean so the apes could move on. Unfortunately though, just like the Bible character Moses, our hero Caesar never makes it with his troop to the Promised Land.","
            10/10
            "
"gelmcchristop","21 December 2020","I am surprised in a positive way by how well an action trilogy has evolved, and the final part did not disappoint me. Acceptable and in some sequences admirable directing-editing choices, accompanied by above solid cinematography, with amazing sets and balanced colors. The visual effects were (naturally for the trilogy) stunning, yet even here they outdid themselves, with probably some of the best explosions we've seen on screen. Honorable mention is the script of the movie. Despite the fact that the military stuff was obviously overlooked to let the rest of the movie flow, they succeeded in that goal, without getting the viewer disengaged. And for the best part, as dystopian movies go, War for the Planet of the Apes is clearly and overlooked one: won't go over spoilers here, i'll just say it presents some successfully blurred lines between right and wrong, making you wonder what the ""good ending"" should be.
Last thing I would like to point out, I do not see why people are getting all political about this-it's near a masterpiece, so please do not let any opinions of that nature ruin the experience for you.","
            7/10
            "
"jippy33","12 October 2017","First of all, this movie is a victim of audience expectations and bad marketing. You would think this was the ape vs human version of Saving Private Ryan when looking at the trailers. It is not. It is a 140-minute drama about family, grief, survival and war. It is a bold move for a franchise that has been all CGI and action.Sure, there is hardly a scene without CGI (since there is hardly a scene without an ape) and the movie is bookended by great action set pieces. But the roughly hour-and-a-half in the middle is a journey, both literally and metaphorically. The emotional depth that is displayed by the primary characters with very little dialogue is astounding and very rare in this genre. I was shattered after this movie was done, so invested in the characters, so overjoyed by their victories and grief-stricken by their hardships. And the amazing cinematography only strengthens the depth of every scene. Throw in quite a bit of humor as well and you have a drama for the ages.Special mention has to be given Amiah Miller. She has not a single line of dialogue, yet struck every chord of the emotional spectrum as the sole human amongst all the apes. The journey of a child, left alone only to find a new home in the most unlikely place of all is an amazing tearjerker when acted and shot this well.There are some tropes here and there that made me roll my eyes a bit. You have the odd ex-machina and what not. It still does not stop me from dishing out my first IMDb 10 in 2017.","
            8/10
            "
"joshbarton15","12 July 2017","Maintaining such a high standard of quality throughout a franchise is one of the toughest challenges in filmmaking however, it's a challenge that War for the Planet of the Apes thrives on, going on to become the best of the Planet of the Apes reboot series. Growing in stature and intelligence, mirroring the journey of Caesar throughout the series, each film has delivered and in War for the Planet of the Apes, it has a stunning final chapter.Two years have passed since events in San Francisco shattered any chance of peace between humans and apes. The two species have been at war with each side suffering major losses. Wrestling with his darker instincts, Caesar (Andy Serkis) ventures out to confront the Colonel (Woody Harrelson), a man hellbent on wiping out Caesar and the rest of the apes.Opening with an incredibly tense sequence that sees a group of soldiers closing in on an ape trench where Caesar is hiding, War for the Planet of the Apes builds on the foundations laid by its two predecessors to deliver a film that never loses focus of its narrative, all while continuing to deliver spectacle in abundance. The strong narrative is a key feature of the series and War of the Planet of the Apes exceeded my expectations with the story it tells. The strained relationship between humans and apes is just the tip of the iceberg and, if you thought things got bad between the two in the previous films, you haven't seen anything yet.Caesar remains a focal point for this film and rightly so. We see the strength of Caesar as a leader of both the apes and a family but we also get to see the weakness he has of controlling his conflicting emotions towards humans, visions of Koba haunting him as he must decide what's best for the apes. The majority of the film is spent with the apes and it's a true testament to both the visual effects and the motion capture performances that the film is able to do this.Matt Reeves returns to direct this instalment and this is easily his most accomplished piece of work yet, beating the stellar work he did on Dawn of the Planet of the Apes. Whether it's building tension, evoking emotion or delivering pulsating action, Reeves delivers plenty of memorable moments to go with some of the great moments in the series. Reeves' film is accompanied by the outstanding visual effects that have grown better and better with each film, some breathtaking cinematography from Michael Seresin and Michael Giacchino's score that brilliantly accentuates the interchange of emotions throughout.Coming to the performances, War for the Planet of the Apes continues the groundbreaking work done with motion capture performance throughout the series. Andy Serkis is once again superb in the role of Caesar, giving arguably his best performance to date, conveying such a range of emotion phenomenally well. The time has come for Serkis to get the recognition he deserves with some awards nominations because what he does with the character of Caesar is nothing short of spectacular. Serkis is joined by the returning Karin Konoval as Maurice and Terry Notary as Rocket, who both continue the solid work they've done before in the series. It's new character Bad Ape, played by Steve Zahn, that will no doubt steal the show for many people, his eccentricity and likability making him such a stand out from the rest of the ape characters. He comes with a lot of humour and I think they pitched it perfectly, Bad Ape not becoming annoying or unfunny at any point. I was looking forward to Woody Harrelson's presence in the film and, while I thought he was very good as the Colonel, I was genuinely surprised at the direction his character went, and I'm sure I won't be the only one.Closing out a trilogy is never easy but the final moments of War for the Planet of the Apes is one of those times where there is nothing but silence from the audience out of sheer captivation and respect. It's a stunningly triumphant final chapter in what has to go down as one of the greatest trilogies in cinematic history.","
            10/10
            "
"Stevieboy666","23 July 2020","I have enjoyed watching these 21st Century Apes films, they are certainly well made and have superb special effects, sadly that cannot be said for some many movies. I really liked the character of Bad Ape, he injected some humour into what is a very bleak story. The only downside for me is that it is pretty long, a bit slow at times. Not my favourite entry but good none the less.","
            8/10
            "
"davidmvining","8 September 2020","The renewed Apes franchise comes to a conclusive end (while keeping things open for further sequels that are currently in development) with a trilogy capper that intelligently explores the fallout from the previous film for the main character. Matt Reeves follows up one of the best big budget special effects driven films of the last decade with a very good film that understands where the central character needs to go next.It's been several years since the events of Dawn of the Planet of the Apes and Caesar has been running a guerilla war against the remnants of the US military at his heels. The movie begins with a pitched battle as the military finds the ape refuge and attacks only to get defeated soundly. Caesar has hardened since the war started, but he's still grasping onto his morality, manifested by him letting the few survivors go back to their colonel with a message that the war could end if the humans would simply leave them alone. That, of course, does not come to pass. Instead, the colonel brings in a special ops force to sneak in at night and assassinate Caesar in his sleep, killing Caesar's wife and eldest son instead. This does to Caesar what Koba had wanted from him before his death. Koba saw nothing good in humanity, and now, having felt the terrors of war firsthand and personally, Caesar falls into what Koba had wanted before his death.The new film intelligently keeps Koba around, not as a primary antagonist, but as a ghost who haunts Caesar. The defeat of Koba himself doesn't defeat Koba's ideology. That's something that Caesar must continue to fight long after Koba himself has died. At the death of two members of his family, Caesar falls instantly into that, abandoning the ideological fight that he had won, and seeing nothing but the innate evil of humanity. He sets out on his own (with a few others who refuse to be left behind) to kill the colonel himself while the rest of the herd moves off to find somewhere else to live, their location having been revealed to the humans.Along the way, they pick up a mute girl, and while the girl herself ends up working really well, I feel like her early introduction, right after Caesar has determined that he has become a Koba-like nihilist, is a bit too obvious. Suddenly, Caesar has a little human girl who could never be a real threat to him in his presence right after he picked up his anti-human feelings. Well, yeah, she's going to be one of the primary vessels to get him out of it, why do you ask? They also end up meeting a new ape, one who has no connection to the group but still can speak and has the increased intelligence of the rest, Bad Ape, a former denizen of a zoo who's been barely surviving just outside of humanity's reach and knows of the likely place where the colonel went to.What's interesting about the human characters in this, the third of the rebooted Apes franchise, is that the humans are possibly even more interesting than the apes for the first time. The Colonel is a version of Colonel Kurtz in the movie's most obvious reference to Apocalypse Now. He's a madman who's seen things that his superiors haven't. They don't understand, and, what makes him most interesting, is that he's actually right to a great degree. His effort to destroy the apes isn't driven by hatred, but by a change in the nature of the conflict that Caesar doesn't even realize has happened. The virus that wiped out most of humanity and made the apes smart has mutated and started making humans no more than beasts. It's not a clash of civilizations, it's a fight for humanity's survival, and no one has realized it yet other than him. To add to the character, Woody Harrelson is absolutely electric as The Colonel. He's quiet, intelligent, zealous in his belief, and cruel all at once. His scenes with Caesar are the absolute height of the film as Caesar steadily gets to know the man he wants to kill.Caesar's hatred, though, gets balanced with the fact that The Colonel found the herd and captured them, forcing them to build a wall at the abandoned weapons depot. He can't simply act on his own emotions despite moving in ways designed to separate himself from responsibility. Instead he finds himself grounded by his own people, no matter what he tries. He can't completely descend into Koba's viewpoint. He still has a small son to worry about.It comes down to the conflict between The Colonel, who's taking a by any means necessary approach to a fight he knows he losing, and Caesar, who was willing to take a similar approach in a fight he had thought he had already lost, that is the center of the film. Perhaps the best scene is when the conflict comes to an end, and Caesar cannot take his vengeance anymore. It's a mixture of pity, anger, and relief that goes across Caesar's perfectly rendered digital face, and it shows him a different way forward, one that helps him purge himself of Koba's ghost completely.War for the Planet of the Apes is steeped in the history of the franchise, using elements such as Nova, Charlton Heston's voice, the Alpha and Omega symbols from Beneath the Planet of the Apes, and the human muteness as building blocks in a story about Caesar's final journey into leadership and personhood. It also intelligently uses movies of the past, particularly Apocalypse Now, as inspiration for how to tell this story, going beyond parody and firmly entering homage while standing on its own two feet. I suppose my only small problem is the early use of Nova, though I do appreciate how she gets used later. Still, the movie is a very good final chapter to this new Apes trilogy.","
            10/10
            "
"TheMovieDiorama","9 March 2018","Just when I thought no blockbuster would be worthy of a perfect rating, this beauty comes along and proves me wrong. Oh. My. Word. This was absolutely phenomenal. Flawless in terms of the summer blockbuster season. A damn masterpiece in conveying conflict in both war and within one's self. A defining film that will change motion capture imagery for the future (Avatar may have just lost its crown). An action spectacle that knows how to balance explosions with thought-provoking themes and dialogue. A finale that ends a fantastic trilogy (that really we didn't deserve) and cements it as one of the best trilogies of all time. Another reason to love Andy Serkis even more due to his captivating lead performance and consistent hard work on and off screen. So much grit and realism that you'll be questioning to yourself halfway through: ""...hang on, these are CGI apes right?"" as your mind melts and becomes entranced by the sheer perfection of every piece of fur that's visible to human eye as it blows gently in the snowy winds!! So. Much. Emotion. I teared not once, not twice, but three damn times. It's relentless, the waves of emotion just kept crashing down on me...and yet I didn't want to escape. I've grown attached to these complex emotive characters for three films, every chapter felt like getting to know them. The beauty of it is, that the dialogue is minimal...is all in their eyes! So many scenes where the Apes look directly into the camera...into my soul! The human girl added a much needed symbol to the plot: innocence. The dialogue between Harrelson's ""Colonel"" and Caesar was palpable, a five minute scene just of raw powerful dialogue. Bad Ape was a much required lighthearted character who brings some smiles because this film is relentlessly depressing, I warn you now, your soul will be drained of all emotions. But my God what a journey, no regrets whatsoever. Without a doubt, War for the Planet of the Apes gets the perfect rating.","
            2/10
            "
