"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"DubhDoo","9 March 2013","In a manner somewhat similar to the recent adaptation of David Mitchell's 'Cloud Atlas', 'Life of Pi' shouldn't work. Based on the award-winning and widely-lauded 2001 novel of the same name by Yann Martel, it chronicles the life-changing maritime adventure of a young Indian boy humorously named Piscine or ""Pi"" for short, who after a surviving the sinking of a ship, ends up on a lifeboat, with a hyena, an orang-utan, a zebra and of course, a large Bengal tiger called Richard Parker (a moniker that came about wittily). Consequently, the book came to considered 'unfilmmable' (and for just cause), yet the world of cinema's interest in Martel's wonderful novel remained undying and after much development the proposed adaptation eventually landed at the feet of the excellent Ang Lee. Despite Lee's having proved himself to be a director of considerable talent, with superb offerings like 'The Ice Storm' and 'Brokeback Storm', themselves both adaptations, it was doubtful whether or not the much-loved novel would translate successfully to the big screen. Many other accomplished directors have failed to capture similarly ambitious novels in film form, such as David Lynch's folly that was 'Dune'. Any worry has turned out to be unnecessary though as the Taiwanese filmmaker has delivered a beautiful and moving film that is easily one of his finest works yet. There's no denying that 'Life of Pi' is filled with visual beauty, as in teaming up with DoP Claudio Miranda, Lee has utilised the film's ocean setting like an impressionistic artist to a blank canvas. Even though it is a scene that has done the rounds in the film's trailers, the night- set scene where the whale leaps out of the water is a thing of breathtaking majesty. Similarly, there are numerous moments that are nothing short of gorgeous in a way that could see even Terrence Malick become envious. Adding to this, the use of CGI is one of the most remarkable in recent years, exemplified with the meticulous detail put into Richard Parker, which renders him a significant achievement in CGI, as it becomes rather difficult to tell when the tiger is real or not.Yet, it's worth noting that this is a film that resonates on an emotional level as well as a technical. From the moment proceedings kicked off, I was engrossed in Pi's story, with its smooth fluidity, whether I was looking at Irrfan Khan or Suraj Sharma. The latter, a first time actor, delivers a great and at times subtle performance as the titular character, consistently helping me to engage with Pi and ultimately, like him. Even as he was simply sitting upon a raft in silence, I still couldn't help but find myself enthralled in the journey he had (unwillingly) embarked on.'Life of Pi' is a wonderful film, bursting with imagination and in love with the possibilities of storytelling, which sees Ang Lee wield 3-D expertly, forgoing the usual gimmicky 'things leaping out of the screen' and instead adding more depth and texture to the colourful cinematography. It's not just a technical marvel, but a true wonder all round, because the fact that Martel's novel actually works (rather well, at that) as a film is quite a miracle, and for Ang Lee should applauded.","
            10/10
            "
"chatless46","25 November 2012","On its face, this is a ripping yarn about survival at sea, based on a novel by Canadian Yann Martel. The book version is astonishing, and the film version is literally jaw-dropping both because of its visual effects and because of its faithfulness to the source material.The novel blurs the line between ""fact"" and fiction, beginning with the author's note describing his pursuit of a good story, a pursuit that lands him in Pondicherry, India. There he hears of a tale that, he is told, is God-affirming. The protagonist and narrator of the story, a native Pondicherrian by the name of Piscine Molitor Patel, now lives in Martel's homeland. Martel returns to find him in Toronto. This is where the film begins, and pretty much continues in lockstep with the book.The story supposedly told to Martel by Pi Patel unfolds intriguingly from his childhood in India to his voyage at sea with his family, through tragedy and finally, to salvation. The story is infused with humor, horror, beauty, and seamanship, all aided by stunningly vivid images. At the end, the viewer and the author face a choice that may affirm theism in some, and yet allow nonbelievers to reject it.What is hard to reject is the unutterable beauty and flash of the story, and the skillful way director Ang Lee has captured it on film. Convincing performances by Suraj Sharma as the teenage Pi and Irrfan Khan as the adult Pi are stellar. No less convincing is the rendition of leading feline Richard Parker, a creation that may make you wonder where digital technology is leading us.Most movies, and fiction in general, require suspension of disbelief. In that sense, ""Life of Pi"" can be a challenge. That said, this film breaks new ground as terrific entertainment.","
            1/10
            "
"rainysnows","27 October 2014","I thought I was so late watching this film, for all the hype it had I must have overlooked watching it .At the end of the film ,I then remembered why I hadn't bothered watching it , my son had told me the ending was rubbish .Too late ! I'd sat through it and concluded this for myself .What a swizz .I felt like I did at the end of Lost .Sort of- well what the hell was that about ! started off good but descended into a mess . The main character in it to me seemed like an idiot who didn't learn from his mistakes .Fleeing up to the deck in the midst of a flipping storm and leaving the deck door wide open .Ripping the cover from the tiger on the boat so he could share his trippy sky storm moment and hence losing his supplies .You wanted to throttle him . Then to hear at the end it had all been a euphemism for a horrible experience , I was so annoyed . How did this film get so much hype ? it wasn't a feel good movie after all .The poor animals , the depressing truth at the end and how the hell someone was supposed to find God of any kind at the end of this long lie ? Just ridiculous .Don't buy it on DVD as it's a waste of money IMO .","
            8/10
            "
"Stskyshaker","25 November 2012","Through a movie with minimum human interaction.. Ang Lee shows humanity in its purest form.Through the incredible co-survival of a man and a Bengal tiger, Life of Pi shows us how both hopes and fears keep us going.The visual is simply groundbreaking. For moments I almost thought I was hallucinating. Many of the scenes were shot Planet Earth (the most expensive nature documentary) style, but only more stunning, in 3D, and woven together by a strong character and a beautiful story.But visual effects is far from being the only thing that makes Life of Pi extraordinary. Life of Pi is such an all-round hit. Authentic and not over-the-top acting, smooth storytelling, engrossing score.. all in all it struck me as a masterpiece not only made by masters, but also with a heart.I couldn't be more glad to celebrate this as my 700th movie on IMDb. Hope, as is Life of Pi's tagline, is what it gives me. Can't wait for Ang Lee's next movie.","
            8/10
            "
"januaryman-1","23 November 2012","Life of Pi is stunning, beautiful, and philosophical with a tantalizing lack of absolute resolution. The movie is a visual masterpiece. I gasped at many of the images contained within it. (See it on a big screen.) I know the Pi contains a mix of digital artistry and live action, but, for the life of me, I could not see the seams between them.The only problem I had with the film was that I had difficulty understanding the accented English at times. This decreased as the story progresses and I grew more accustomed to the Indian cadence. Speaking of India, Life of Pi gives a vision of an India that I had never pictured.What I believed would be the ending of a bittersweet story was turned on end by a late twist artfully introduced to remove any hint of contrivance. It was impossible to have dry eyes by the end of Life of Pi, and the last few minutes of the film will have me thinking about it for months or years or maybe the rest of my life.This movie has my vote for best picture of the year as well as a half-dozen other awards.","
            10/10
            "
"grace98","21 November 2012","I gave this film 10/10 because it is really touching and lets people think about things around us. I didn't expect it that good since I haven't read the book. Probably Ang Lee's directing made me want to see how it works, but it turned out very amazing. The film is not perfect, you can see some goofs in it. It is a sight feast in terms of pictures. The whole story and journey that Pi had been through is well told, and at last Pi told a different story, which really made me think about things around us. Many times what we believed is perhaps not the truth...but when we find something that is worth to believe, we shouldn't let it go even if we may lose everything we cared about, they will come back eventually...Anyway, it is really a good movie, worth to watch!","
            9/10
            "
"castostarlight","29 January 2013","I'm going to go ahead and say it outright. This film flat out takes the cake for the most overrated film of the year. This is unwarranted and uninspired Oscar bate on a Hurt Locker level. For the first time in a very long time I have actually left a movie feeling I had wasted my money.You all know the plot. A boy finds himself adrift at sea with a dangerous tiger after a horrific shipwreck. At the start of the film we are subjected to a meandering and drawn-out set up for themes and characters that do not even see a reprise or conclusion before the end of the film. It really felt like this film was stretching every scene and concept to a breaking point to fill the three hour artistic precedent established by previous Oscar winners like Return of the King. It just drags and drags until we are finally privy to the main plot. But then, the films biggest problem comes to a head: the theme.The film's theme cannot even be adequately described as it lacks any focus or objectivity. It simply comes off as an overbearing theistic agenda slathered onto an unrelated story. It presents itself as a lesson about faith, but doesn't convey this message in any other fashion than saying ""I had faith and I survived, therefore you should have faith."" As a critical thinker, I simply counter the point by demonstrating that if a faithless person was put in the same position as the main character and made the same decisions (since none of these decisions were based his faith) they would have identical outcomes. There in lies the problem: the lesson is not demonstrated through means of the story or character progression. It is literally told to you every few scenes via frequent and uninspired narration. The first rule in screen writing is a simple one: Show, don't tell. After all, film is a visual medium. Apparently the screenwriter missed the memo.What else is there to say? The acting was wooden. The score was big but not memorable. The only thing I can give to the film's credit is some beautiful cinematography and an effective use of 3D. But presentation is all for naught if the story is ineffective, and Life of Pi never once managed to grab me, move me or convince me of anything. It serves only as a colossal waste of money and time; my own and Hollywood's.","
            10/10
            "
"neil-476","28 December 2012","Young Indian lad Pi (telling his story in flashback) finds himself stranded in a lifeboat with a Bengal tiger in the middle of the Pacific.The book simply didn't appeal to me. The trailers did, however, so off I went to take in Ang Lee's latest offering, a strange affair telling a story which falls midway between mythology, Baron Munchausen, and a Reader's Digest True-Life Adventure.To be honest, the story, such as it is, is almost inconsequential, albeit quite enough to hold the interest throughout, and certainly sufficient to hang the stunning visuals on. I think the author may well have been aiming to stimulate some sort of spiritual or philosophical musings in his audience. This film never achieved that with me - I am simply too shallow and rooted in material reality - but I was blown away by how visually stunning this film is, and I recommend it heartily on that basis alone. There came a point when I - quite literally - suddenly became aware that my mouth was hanging open.Also, see this in 3D. It is one of a handful of films where 3D is an essential part of the experience of appreciating the movie.","
            6/10
            "
"vipin88","22 November 2012","The symbolism of PI a mathematical annotation to irrational numbers has perhaps not been captured so beautifully ever in cinema !! Those who know India and have had the experience of spending even a few days in this enigma of a country know how confusing yet subtly philosophic this country is ...and this is exactly what the cinematic masterpiece from Ang Lee portrays ......To discover who you really are , you need to be thrown in a situation which tests your limits and then ""wisdom"" will be given to thee. I have not read the novel so i did not actually know what its all about when I walked into the theater and was pleasantly surprised at so many insinuations & portrayals of the Indian way of thinking of universal brotherhood. Ang Lee keeps the things in a different realm of reality which we all acknowledge does exist but perhaps are afraid to ""test the waters"" since we as human beings are conformists by nature and can not leave our ""comfort zone"" to think things in a way they should be thought of .......this is exactly why the director succeeds in drawing our attention to small but significant things which need to be understood to make the path more worthy of further discovery......Truly world class cinema with great acting and I will not hesitate in adding that the ""tiger"" who plays Richard Parker does deserve an Oscar this season .........","
            7/10
            "
"morrison-dylan-fan","4 January 2013","Having been introduced to Ang Lee with his magical 2000 film Crouching Tiger,Hidden Dragon,which was also my first ever none-English language movie,I was thrilled to hear that for his next movie,Lee was planning to do something pretty special in 3D.Taking a look for some basic details about the film online,I began to fear that Lee may have strayed into the plodding Castaway territory,due to a good amount of the movie taking place between two characters being stranded in the middle of an ocean.Doing my best to lower the sense of doubt I had as I entered the cinema,I began to set to witness Ang Lee cast the life of Pi Patel in shimmering 3D across the screen.View on the film:Introduceing a religious element very early on in his adaptation of Yann Martel's novel, (with Patel being a Hindu-Catholic,who also teaches Kabbalah at a university)screenwriter David Magee (whose last credit was for being a co-writer of 2008's Miss Pettigrew Lives For A Day) handles the religious themes of the story with a real delicacy that never becomes overpowering or too preachy.Using Pi's multiple religious beliefs as a way to show a holding of faith and hope in a seemingly dyer situation,and also connecting Patel's experience's to mythological religious tales,with Magee superbly showing at the end,that the most outlandish of Pi's story,is actually the one which gets the points of his life across in the best way.Setting 90% of the film in the confined location of a life boat,and also having one of the two main characters be a tiger (!),Magee brilliantly avoids the easy trappings of the movie becoming a very dry affair,by using the changing conditions of the enviorment as a way to expertly show the rites of passage that Pi is going through.along with the conditions,Magee also gives the movie an unexpected,pleasing Comedy element which helps to show the bond which develops between Patel and Richard Parker.Keeping away from using 3D as a device to poke the audience in the eye with,director Ang Lee instead uses 3D as a way to draw the audience deep into Pi's world,with the scenes of Richard Parker possibly ""turning"" on Pi having a real dept of field,and Lee's use of elegant,long wide shots creating a strong,mystical atmosphere for the isolated world that Patel finds himself in.Taking a look online for info about the making of this stunning film,I was shocked to discover,that along with the film being lead by the debut actor Suraj Sharma as the 16 year old Patel (with Irrfan Khan giving a great performance as the adult Pi) Sharma co-star,the tiger Richard Parker,was almost completely CGI!Displaying no signs at all of tearing the movie at the seems,the CGI effects of Richard Parker blend seamlessly into the envioment,with the interaction,and developing relationship between Pi and Parker looking astonishingly life-like and completely photo realistic. Getting some pretty tough challenges put in front of him,which include being the lead star in his debut performance,and also having to act with a co-star who does not exist,Suraj Sharma gives a brilliant,eye-catching debut performance as the 16 year old PI .Showing the fear and hurt that Pi feels over seeing his parents die,Sharma expertly portrays in subtle gestures the changes that take place with Pi during his experience,that go from being closed in and fearing the unknown,to opening up,and allowing the viewer to be a part of the life of Pi Patel.","
            8/10
            "
"howard.schumann","9 December 2012","According to Yann Martel, author of the Booker Prize-winning novel ""Life of Pi, ""If your fear becomes a wordless darkness that you avoid, perhaps even manage to forget, you open yourself to further attacks of fear because you never truly fought the opponent who defeated you."" In the film version of Life of Pi, the fearful opponent is a Bengal tiger named Richard Parker (explained in the film) and its worthy adversary is a teenage boy (Suraj Sharma) trapped in a lifeboat in the middle of an unforgiving ocean. For Pi, fear is the ingredient that is both his enemy and the friend that keeps him alive and helps him to maintain his faith.Directed by Ang Lee and adapted for the screen by David Magee, the film is an adventure story in the mold of Robinson Crusoe, a testament of faith, and a philosophical Rubik's Cube that will keep you awake pondering its meaning. Whatever meaning you ultimately bring to it, the film is a sumptuous visual experience that combines a dazzling combination of state-of- the-art 3-D and CGI technology to breathtaking effect. The adventure is framed by the adult Pi Patel (Irrfan Khan) relating his incredible story to a Canadian journalist (Rafe Spall), sent by a friend to listen to a story that ""would make him believe in God."" As a young boy Piscine Molitor Patel (Ayush Tandon), the son of a zoo keeper in Pondicherry, India, shortens his name to Pi to avoid being teased at school. Pi is a spiritual seeker who attracted to Islam, Hinduism, and Christianity and has even studied the Jewish Kabala. Pi's embracing of all non-conflicting religions is rejected by his parents whose philosophy is secular, and his father Santosh (Adil Hussain) challenges his son to make hard choices in life. ""Believing in everything,"" he says, ""is the same as believing in nothing,"" Santosh is a hard taskmaster who graphically demonstrates, after Pi attempt to feed the Bengal tiger in their zoo, that wild animals are not your friend and will kill you without a moment's hesitation.Unfortunately, hard times fall on the family and Santosh must sell the zoo and take the family and some of the animals to Winnipeg, Canada aboard a Japanese cargo ship. When an unforeseen storm batters the vessel, all members of Pi's family and the ship's crew are lost at sea. Pi is the only survivor and clings to a lifeboat accompanied by a hyena, an orangutan, and the huge cat, Richard Parker, who climb aboard. The young Pi witnesses the survival of the fittest and soon finds himself alone in the middle of the ocean with a ferocious tiger. The terror of the shipwreck is made real in a visceral 3-D experience of the raging water, thundering in surround sound.The central portion of the film depicts the day-to-day effort of the boy to tame the tiger and provide enough food for both to survive their over 200-day ordeal. The magic of technology produces beauty as well as terror in scenes of the ocean at night with the boat wandering alone beneath the stars, a cadre of flying fish, luminescent jellyfish, and a leaping whale. Whether or not you believe that the boy is really in danger aboard a boat with a man-eating tiger does not detract from the sublime feeling of connection with nature that the scenes engender. To add a surreal aspect to the adventure, the two companions find themselves on a strange floating island overrun by a colony of African mongoose known as meerkats that allows Pi to gather more food for his return to the sea.While the film's coda puts a slight damper on what we have just seen, the questions it raises are central to the film's message. Contrary to the opening invitation to the writer to research Pi's story because it would ""make him believe in God,"" Martel says that, ""God is not IN the story, but that God IS the story,"" and challenges the viewer to choose which story to believe, the one we have experienced for almost two hours or the alternative story that Pi tells Japanese insurance investigators. According to the author, ""Stories are important, because everything is in how we perceive it and nothing is really real until we say it is, so why not choose the better story?"" In my view, what Martel is saying is not that we should choose the better story because it provides a palliative by keeping pesky reality away, but because it offers the context for a richer experience of life. Did the Hanukkah candles really burn for eight days without oil? Did the Buddha really live? Did Christ? We can never know for certain, but ultimately it may not matter if the impact of the stories can lead us to a true spiritual experience, one that is touched by love whether or not we believe it or have a Bengal tiger along for the ride.","
            8/10
            "
"DarkVulcan29","25 November 2012","An Indian Teenager named Pi is lost at sea, on a life boat, with a man hungry tiger named Richard Parker. Pi does what it takes to survive, while trying not to be eaten. Will Pi keep his faith, and make it through this ordeal? Ang Lees direction is brilliant, so was the teenager playing Pi. The movie makes you feel that your lost at sea with the character. And the tiger is also good, I'm wondering what parts CGI. Although it does drag in spots, too the point where I was dozing a little, but it then it picks up. I think this is the best film of 2012, I hope it won't be missed by the Oscars. If they do miss it, well it's there loss.","
            8/10
            "
"JamesHitchcock","15 January 2013","The central character in this film is Piscine Molitor Patel, named for some reason after a swimming pool in Paris even though his family are from Pondicherry in India. As a boy, young Piscine Molitor, tired of being taunted with the nickname ""Pissing Patel"" by his schoolmates, changes his name to ""Pi"" after the mathematical symbol. Yes, it's that sort of a film. As the film opens Pi Patel is now an adult living in Montreal, Canada. He is approached by a local writer who believes that Pi's life story would make a great subject for a book. Pi therefore relates that life story to him, so most of the film consists of one long flashback. We learn of his childhood in Pondicherry, where his father owns a zoo. Most of the story, however, takes place when Pi is 16. His father decides to emigrate with the family to Canada, and closes the zoo. He books a passage to Canada on a Japanese freighter, taking all his animals with him on the ship, as he believes that he will get a better price for them in North America than in India. Halfway across the Pacific the ship is wrecked in a storm, and Pi is the only survivor. He manages to struggle onto a lifeboat but finds he must share it with several animals- a zebra, an orangutan, a spotted hyena and a Bengal tiger.The film is notable for its use of computer-generated digital imagery to render the animals, especially the tiger, and the technological aspects are certainly most impressive. The scenes in the lifeboat could, clearly, not have been filmed with real animals, but the ""virtual"" animals we see are so realistically done that we are persuaded to suspend our disbelief. The film is also, at times, visually very beautiful, as one might expect from Ang Lee, the director of that poetic ballet ""Crouching Tiger, Hidden Dragon"". Lee's poetic vision is seen most clearly in the scenes set at sea, particularly the one where the entire ocean seems to be covered with jellyfish shining in the moonlight. Suraj Sharma as the young Pi is clearly a promising newcomer, although I was less impressed by Irrfan Khan as the adult Pi, and there is a brief but memorable cameo from Gérard Depardieu as a vulgar, racist ship's cook. My main problem with the film was that I could not really see the point of it. It was clearly intended as something more than just an exciting yarn about a shipwreck; indeed, it does not work particularly well as an adventure film because the non-realistic elements keep getting in the way. A film with a hero who is named after both a swimming pool and a mathematical symbol, who miraculously survives a considerable period of time in a lifeboat with a ferocious tiger and who encounters a mysterious floating island populated by carnivorous plants and meerkats- creatures native to southern Africa, not Pacific islands- is obviously not intended to be realistic. It must have some hidden meaning. But what is it?There is a religious note running through the film. Pi's father is a free-thinking rationalist, but Pi himself is deeply religious- so much so that he follows three religions, Hinduism, Christianity and Islam, all at once. The ship on which the family travels is, although Japanese, named the Tsimtsum, a Hebrew word with a technical meaning in Jewish theology. Pi tells the writer who is interviewing him that he has a story that will ""make you believe in God"", but the implications of this are never really thought through. A story which is not only fictitious but also fantastic seems a curious argument for the existence of God. Even if one were to be confronted with a story like Pi's which was undoubtedly true, one could always choose to regard his seemingly miraculous survival as being due purely to good fortune rather than to divine intervention.I have not read Yann Martel's original novel, but to judge from this adaptation it would appear to be a work of ""magic realism"", a literary genre which combines the realistic with the fantastic, and which often works better on the printed page than on the cinema screen. There have been many notable literary works in this genre in recent decades, but few have been successfully adapted for the cinema, and the few great ""magic realist"" films, such as Woody Allen's ""The Purple Rose of Cairo"", have generally been based on original screenplays. Bille August made a very decent version of Isabel Allende's ""The House of the Spirits"", but he did so by concentrating on the realist elements in Allende's novel at the expense of the magic ones. ""Life of Pi"" is technically very impressive, and it has some excellent individual scenes, but it never really unites these into a coherent work of art. 6/10","
            10/10
            "
"view_and_review","20 January 2022","It could be said that ""Life of Pi"" is a combination of ""Cast Away"" and ""Open Water."" I would stay away from such a simplistic equation especially since pi is in the title of the aforementioned movie. ""Life of Pi"" is so much more than ""Cast Away"" in ""Open Water,"" it has its own identity, its own essence which makes it uniquely different from the other two, and not just because of the tiger.Pi Patel (Suraj Sharma and Irrfan Khan) had a fantastical story. He and his family were caught on a sinking ship in the middle of the Pacific while traveling from India to Canada. Everyone on the ship died except Pi who made it to a lifeboat with a zebra, an orangutan, a hyena, and a tiger. In short order it was just Pi and the tiger battling the elements and battling each other for survival, while also battling each other for supremacy.This was a dramatic movie with a set as colorful as the main character. Visually, this movie is stunning and it keeps the viewer engaged. You'll feel like you've experienced a lifetime of drama though Pi was in the open sea far less than that.Ang Lee lost me after ""Hulk"" and I didn't watch another movie of his until ""Gemini Man"" which was simply OK. I don't see myself jumping on the Ang Lee train because of ""Life of Pi,"" but it is at least a little redemptive.","
            10/10
            "
"KineticSeoul","29 November 2012","So this is a movie based on a novel, now video game movie adaptations doesn't seem to work a lot of times. But it works from novel to movies sometimes and I haven't even read the book. But it seemed like this is a great adaptation. Now I wasn't even excited for this movie or anything, when I saw the first trailer I didn't even know what this movie was about. It just showed a guy and a tiger on a boat. This kinda seemed like ""127 Hours"" and ""Castaway"" combined kinda. But it is a more meaningful movie that has some deep messages to go with it. Now this is a family movie but youngsters probably won't be entertained much by this but for the adults that like psychological and spiritual movies just might dig this one. I can't really say I was very entertained throughout this whole movie, some parts seemed a bit slow for me. But this is just one of those movies you might have to ponder upon about after seeing it to know why it's a great movie. The cinematography is just vivid and beautiful to watch even if it's mostly nature. Most of the running time is taken up while showing the relationship between Pi Patel and a tiger and they are both stranded on a boat. And I especially liked how it didn't go in a far-fetched direction but you can actually buy into the relationship between Pi and the tiger. Overall this is a great movie that is worth seeing, just don't expect a lot of action or laugh out loud comedy. Although there are some witty and cute comedic parts in this movie. Without giving the ending away it leaves it up to the audience to choose. Although some might like the message and other won't.8.2/10","
            7/10
            "
"andrewchristianjr","19 January 2021","Astonishing and quite unique due to it's incredible effects for the animals and transitions. THE LIFE OF PI captures the sadness of losing the ones you love too fast. This story was never going to be put into film, but the director has done the best of what he was given. He and the producers did an outstanding job with the effects as well! As for the originality, never have you seen this before.","
            1/10
            "
"griffolyon12","30 November 2012","Within the first ten minutes, the titular protagonist of Life of Pi, Pi Patel, tells a writer that this story will make one believe in God. The story that Pi tells, is that of a shipwreck, which claims a teenaged Pi's family. Amidst the chaos, he found himself the sole human survivor, now floating across the Pacific Ocean in a lifeboat with a Bengal tiger named Richard Parker. Part survival story, part rumination about one person's faith and their attempts at understanding why God designed nature to do the things in which it does, Life of Pi is an emotion-filled journey that places the viewer within these events and has them pondering the same questions that the film's lead, newcomer Suraj Sharma, does.In a great many ways, Life of Pi requires an open mind from its viewers. It is not a film about one particular religion, as Pi is a combination Hindu, Catholic, and Muslim. He has always been fascinated by God, whether it be Christ, the many Hindu Gods, or Allah, Pi believes they're all the same. The film does not ask the viewer to believe this same idea as Pi, his beliefs simply serve as the impetus to understanding the gentle, soul-filled character that is Pi Patel, and understand how a 16-year-old boy could survive not just the elements and starvation, but also a man-eating tiger.The set up of the film is filled with life and energy, detailing the source of Pi's name, his fascination with religion, and his loss of innocence, before the ship wrecks and the real story begins -- Pi's journey to understand God. To his immense credit, young actor, Suraj Sharma, manages to hold the film together thanks to his revelatory performance. Sharma is the heart- and-soul of Life of Pi. He has a wide range of emotions that make him believable as a teen pondering such large questions, keeping the viewer engaged rather than allowing their attention span to wane. Which is good, seeing as how Life of Pi gets narratively murky around the midpoint, with some of the confrontations between Pi and nature running together by that point. Thankfully, the thematic ideas are what I feel that Ang Lee and company want the audience to take away from the film, and the emotions and ideas are so strong, it is very easy to overlook its narrative shortcomings.Visually, Life of Pi is a marvel. The animals in the life boat are entirely computer generated, and there are many moments where it is hard to find the glossy edges that CGI leaves behind. As well, director Ang Lee uses visual effects and the camera's depth of field to create a more immersive, dream-like feel. Almost every shot seems to have been digitally altered to make it seem more unreal, to make the water more reflective, to make the sky more beautiful, or to make dream and reality often collide. In particular, the way that the camera was always focused on Pi, with most of the other actors out of focus, it really draws one into Pi's state. However, I cannot figure out why Lee changed the aspect ratio in a few scenes. There is no evidence in the film itself to suggest why, leaving me confused. It's only for two scenes, and both are scenes meant to be emotional beats, and yet the film goes from widescreen to fullscreen to letterbox format. It jars the viewer and takes one out of the filmgoing experience.All in all, Life of Pi is not perfect, but it was a film I do not regret seeing. Thanks to a strong performance from Sharma, marvelous effects work, luscious visuals, and a thematic consistency that never falters in affecting the viewer, Life of Pi is a flawed, yet must see film that will be nominated come Oscar night.I give Life of Pi an 8 out of 10","
            7/10
            "
"singhamanjot-76902","29 April 2020","A versatile actor irfan khan passed away today. RIP","
            8/10
            "
"aharmas","2 December 2012","We live in an era of cinema where it's very difficult to feel fulfilled with contemporary movies. There is some dissatisfaction about how the emphasis is on special effects and more than often the script is weak in comparison. Also, some people associate only serious themes with quality, and we can't help but wonder why we seem to place so much weight on period/costume movies while evaluating films. Thankfully we have people like Ang Lee who will not put a film together if the elements don't fit. With the exception of the ""Hulk"" which looks right and has a good story, yet it didn't quite match his other accomplishments, and he has tried just about every genre in cinema.Here he gives us what could be his absolute masterpiece, ""The Life of Pi"" a film that works in so many levels: it's entertaining, wondrous, a metaphor for faith and the power of life, for just about every feeling we can think of or feel. It is so powerful that every single frame and line in it has a purpose and grabs our attention in a gentle and yet, sure way. Once the film begins, you can't look away or engage in any other thoughts, and all sorts of annoying technology (other than the one in the screen) is forgotten. As a member of the audience, you want this superb piece of imagery and storytelling to continue charming you, teaching you, getting inside your head, heart and soul.Pi tells his amazing survival story to another man, a writer I believe, and the beginning of the film provides the background of a young man who believes in spirituality and searches for answers from early. Later on, as the story takes him across the world, his beliefs and faith will be tested in several incredible ways. Pi is from India, and he has a connection to living beings and other spiritual entities. His family doesn't quite understand his hunger, but his mothers tells the others to allow to pursue what he feels is right.As they decide to move to Canada, tragedy strikes their ship, and Pi finds himself stranded in the middle of the Pacific Ocean, with a few animals that managed to escape from the cargo holds. His odyssey, with Mr. Lee's amazing control of every possible film element, from one of the most sensational pieces of editing, some magical cinematography, sound effects, and a lovely music score, we learn, as he does that there are a few miracles out there, and most of the times, encountering them is a test of the soul.Most of the interaction is between him and Richard Parker, a Bengali tiger that has as much will to live as Pi does. Lee has filmed some unbelievable scenes, and I am still in awe about the way he did accomplish this. It's either the wonders of great editing, some quite sensational computer graphic imagery, or just plain terrific direction by Lee.Pi and Parker's main goal is to survive, and they start by outsmarting each other and proving their worth, claiming territoriality, and giving us some thrilling and at times, very funny and scary exchanges. Eventually, as the story reaches its last sections, we see another type of link develop, and a film that is certainly qualifying as a wonderful movie from its beginning has now soared into greatness. The audience must be ready to gasp, and choke as powerful expressions, sometimes wordless acting force us into looking into our own emotions. Tears will inevitable roll out as you witness beauty rarely shown in movies. ""Pi"" is surely one of the best films ever made, an instant classic, and a reflection into humanity, those entities we choose to guide us through our human trek in this world. Whether or not you believe its message, can relate to its ideas or just enjoy its execution is entirely up to you. It does offer an interesting choice at it concludes. You decide. Either way, it will move you.","
            9/10
            "
"The-Sarkologist","14 May 2013","They said that this was the unfilmable book, and, well, this and countless of other films also fall into that category (such as Cloud Atlas, which I plan on holding off seeing until I get around to actually reading the book, though I have since seen it because I could watch it on the plane), and I would also suggest that maybe books like Ulysses and To the Lighthouse also fall into that category (I know they have made a film out of To the Lighthouse, but since I am writing this at 38000 ft and have no internet access, I cannot comment on Ulysses – yep, they have).For those who have not seen this film, you will know it as the film about the boy who is trapped in a life boat with a tiger. Actually, many of you that have seen this film will probably say the same thing, I know I will. In fact, it is amusing sitting on the plane and looking around at the other seats to see who else is watching it (and the fact that I am stuck in this flying coffin for eight hours, I might as well watch it, but I do draw the line at Cloud Atlas – which I ended up watching anyway, and quite enjoyed it). Anyway, enough of me rambling, let us talk about the film.Visually it is beautiful, but having never read the book I cannot comment on whether it actually catches the themes of the book all that well. Based on the film, and the story that is told at the end, I suspect it is about how one struggles with one's animal instincts and the desire to remain human. When trapped alone, out of touch with the rest of humanity, it is believed that one will no doubt descend back into an animal nature.It is an interesting thought though, that the only thing that keeps us civilised is the existence of other people. The reason I raise this thing is because there are two stories, and one of them involves the boy stuck in the boat with the tiger, but this is a metaphor, in a sense. The boy is, well, the boy, and the tiger is the animal urges that are trying to take over the boy's mind. However, how do we know that that actually happens. Maybe there have been studies, maybe there hasn't.However it is not simply about controlling one's humanity because, in a sense, we also have a scene where boy saves the tiger's life, and we question whether that, in a sense, is his desire not to let go of his animal nature. In a way this struggle, as he says, keeps him alive. Maybe it is the case that by killing the tiger he kills himself. In a way, it could be the animal instinct finally winning, so by showing the tiger kindness, and mercy, one retain's one humanity, whereas by killing the tiger, one sinks and becomes lost in one's animal instincts.","
            8/10
            "
